1311,121,上海地方海事系统所有海事处、海事所、签证点等管理单位信息,政府办事,海事处.海事所,道路交通,交通运输,业务类,普遍公开,2016-11-15,2017-03-24,上海市交通委员会
3573,1309,重点行业环境整治信息（铅蓄电池企业、皮革鞣制企业、电镀企业），包含企业名称、详细地址、生产状况、生产类型、清洁生产审核，及环境管理相关内容。,政府办事,环境整治,资源环境,环境保护、治理,业务类,普遍公开,2015-11-19,2017-03-22,上海市环境保护局
2837,412,上海市获得国家级生态镇称号的相关街镇信息，包括街镇名称、称号时间等信息。,政府办事,国家级生态镇,资源环境,城乡建设与环境保护综合类,业务类,普遍公开,2015-07-23,2017-03-22,上海市环境保护局
2825,380,上海市电子废物拆解利用处置单位名录，包括单位名称、单位性质、法人代表或个体工商户经营者、住所、经营设施场所地址、经营方式/范围等信息,政府办事,电子废物、处置单位,资源环境,环境保护、治理,业务类,普遍公开,2015-03-17,2017-03-22,上海市环境保护局
2286,283,上海市进口废塑料加工利用企业环保核查合格名单，包括企业名称、批次、公示时间等内容。,政府办事,进口废塑料加工利用企业，环保核查,资源环境,环境保护、治理,业务类,普遍公开,2016-06-12,2017-03-22,上海市环境保护局
3071,491,根据污染物总量减排工作要求，制定环境统计信息，包括固废、水、大气环境统计情况。,政府办事,环境统计,资源环境,环境保护、治理,业务类,普遍公开,2016-07-07,2017-03-22,上海市环境保护局
2755,424,《上海市环境状况公报》描述了环境质量状况，总结了环保三年行动计划、污染减排、大气污染防治、水环境治理与保护、排污许可证管理、固体废物管理、辐射安全管理、环境法制、生态文明体制改革、重点区域综合整治等主要工作的进展情况。,政府办事,环境状况，公报,资源环境,城乡建设与环境保护综合类,规划计划,普遍公开,2016-06-12,2017-03-22,上海市环境保护局
2657,336,上市公司环保核查公示及核查意见，以及申请再融资环保公示及核查结果,政府办事,上市公司，环保核查,资源环境,环境保护、治理,业务类,普遍公开,2016-01-25,2017-03-22,上海市环境保护局
3139,454,上海市危险废物专业运输名录单位，包括单位名称、批次、时间等信息,政府办事,危险废物、运输,资源环境,环境保护、治理,业务类,普遍公开,2015-03-17,2017-03-22,上海市环境保护局
2813,403,上海市环境管理机构名称、地址、邮编、电话、职责以及网页信息。,社区周边生活服务,环境管理，服务机构,机构团体,城乡建设与环境保护综合类,机构职能,普遍公开,2015-03-17,2017-03-22,上海市环境保护局
2658,385,提供1978年以来上海市生产总值、地方财政收入和支出、工业总产值、全社会固定资产投资等国民经济主要指标比上年增长情况。,政府办事,1978年以来，上海市，国民经济主要指标比上年增长,经济建设,统计,业务类,普遍公开,2012-12-04,2017-03-22,上海市统计局
4913,1138,提供1978年以来上海常住人口、总户数、人口密度和户籍人口期望寿命等数据。,政府办事,1978年以来，上海常住人口、总户数、人口密度，户籍人口期望寿命,社会发展,统计,业务类,普遍公开,2012-12-04,2017-03-22,上海市统计局
2729,525,包括质监局直属行政机构（各区县局）及直属事业单位，截止至2014年12月31日.对应“上海市质监局直属单位信息”,政府办事,质监机构,机构团体,机构编制,机构职能,普遍公开,2015-01-14,2017-03-17,上海市质量技术监督局
2682,398,实际为工业产品生产许可企业证书对应产品信息，企业许可证书对应的产品信息，包括证书编号、产品类型、产品名称等。对应资源编目“工业产品生产许可企业产品信息”,政府办事,重要工业产品，生产许可，核发,经济建设,综合类,业务类,普遍公开,2015-10-16,2017-03-17,上海市质量技术监督局
1540,119,企业政府质量奖获奖情况,政府办事,企业.获奖,经济建设,综合类,业务类,普遍公开,2016-11-22,2017-03-17,上海市质量技术监督局
3068,425,半年报统计数据，包括帮助成功创业人数、城镇登记失业人数、职业培训人次等等统计数据,政府办事,人力资源社会保障.统计.半年,社会发展,劳动人事综合类,业务类,普遍公开,2015-12-08,2017-03-10,上海市人力资源和社会保障局
4525,667,人力资源社会保障相关统计数据（年报）：包括最低工资标准、工资增长指导线等内容,政府办事,人力资源社会保障.统计,社会发展,劳动人事综合类,业务类,普遍公开,2015-12-09,2017-03-10,上海市人力资源和社会保障局
2953,504,市、区县两级就业促进中心的名称、地址、联系电话、服务时间、附近交通等相关服务信息,培训与就业,机构名称.地址，联系电话.服务时间.附近交通,社会发展,劳动人事综合类,其他类,普遍公开,2015-01-19,2017-03-10,上海市人力资源和社会保障局
2353,248,本市当年度有效的见习基地信息：名称、所属见习管理单位、地址、联系电话,培训与就业,见习基地.名称.地址.联系电话,社会发展,劳动人事综合类,业务类,普遍公开,2015-12-07,2017-03-10,上海市人力资源和社会保障局
2790,330,中外合作职业技能培训机构信息.包括：名称，地址，联系电话等内容,学校教育与终身教育,中外合作.职业技能培训机构,社会发展,劳动人事综合类,业务类,普遍公开,2015-12-10,2017-03-09,上海市人力资源和社会保障局
2404,278,内容主要包括上海市区县审计局机构名称、地址、联系电话及邮政编码等。,政府办事,审计 区县 联系地址,机构团体,审计,其他类,普遍公开,2015-10-22,2017-03-06,上海市审计局
4718,1479,包括企业名称、组织机构代码、注册地址、生产地址、检查日期、处理措施,政府办事,监管,信用服务,检验、检疫,业务类,特定公开,2015-01-14,2017-03-01,上海市质量技术监督局
2592,276,上海市农委种植业办提供上海市批准的农作物种子检验员信息，包括：年份、姓名、受聘、检验机 构、类别、证号等信息。,政府办事,农作物 . 种子 . 检验员,教育科技,农业,业务类,普遍公开,2015-10-29,2017-02-27,上海市农业委员会
5972,1807,全社会用电量 本市全社会月度用电量、分产业用电量等 全社会用电量 本市全社会月度用电量、分产业用电量等,政府办事,本市全社会月度用电量.分产业用电量,资源环境,电力,业务类,普遍公开,2014-11-07,2017-02-22,上海市经济和信息化委员会
5014,772,上海市加油站的名称、地址、联系电话、供应品种、配套设施、消费方式等,社区周边生活服务,名称.地址.电话.服务内容,民生服务,企业,业务类,普遍公开,2014-11-06,2017-01-25,上海市经济和信息化委员会
2582,412,上海市领事认证量，更新频度为每个月更新一次 the volume of legalisation application in ShangHai,政府办事,领事认证,社会发展,对外事务综合类,其他类,普遍公开,2015-03-10,2017-01-24,上海市人民政府外事办公室
4152,1800,年度“上海市荣誉市民”获奖者名单.包括获奖者中文名、英文名和国籍信息。,政府办事,荣誉市民,社会发展,综合类,其他类,普遍公开,2015-03-10,2017-01-24,上海市人民政府外事办公室
3497,608,上海市范围内学校体育设施对外开放，包含区县、学校名称、学校地址、开放项目、开放时间、开放对象、联系人电话,学校教育与终身教育,体育设施，对外开放,文化休闲,体育,业务类,普遍公开,2015-01-16,2017-01-22,上海市体育局
2689,371,提供上海市各区县税务局私房出租代征点信息，包含所属区县、征收点名称、地址、电话、接听时间、责任部门等信息。,政府办事,上海市各区县税务局私房出租代征点信息,民生服务,税务,业务类,普遍公开,2014-12-11,2017-01-19,上海市地方税务局
2814,481,提供上海市各区县办理个人房产税事项的办税服务厅信息，包含办税服务厅名称、办税服务厅地址、服务时间、咨询电话等信息。,政府办事,各区县办税服务厅个人房产税专窗,民生服务,税务,业务类,普遍公开,2014-12-11,2017-01-19,上海市地方税务局
2808,485,提供上海市各直属税务分局对外服务窗口信息，包含对外服务窗口名称、详细地址、 联系电话等信息。,政府办事,各直属税务分局对外服务窗口,机构团体,税务,业务类,普遍公开,2014-12-11,2017-01-19,上海市地方税务局
2887,543,提供上海市各区县税务分局对外服务窗口信息，包含单位名称、办税服务厅地址、办税服务厅电话、接听时间、责任部门等信息。,政府办事,各区县税务分局对外服务窗口，办税服务厅,机构团体,税务,业务类,普遍公开,2014-12-11,2017-01-19,上海市地方税务局
5312,958,按季度、分税种提供2016年上海市全市税收收入统计情况，包含税收收入合计、各税种收入情况、出口退税情况等信息,政府办事,上海市税收收入统计情况,经济建设,税务,业务类,普遍公开,2014-12-11,2017-01-19,上海市地方税务局
2103,253,上海市各区县房地产交易中心税务窗口提供名称.地址.电话.对外时间.和税务机关部门等信息,政府办事,地址.电话.对外服务时间.税务机关,机构团体,税务,机构职能,普遍公开,2015-11-02,2017-01-19,上海市地方税务局
2580,373,上海市主要年份信息产业增加值,政府办事,上海市，主要年份，信息产业增加值,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2491,383,主要年份上海市生产总值按所有制划分,政府办事,主要年份，上海市，生产总值按所有制分,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2453,376,主要年份上海市生产总值按三次产业划分,政府办事,主要年份，上海市，生产总值按三次产业分,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2168,307,主要年份上海市生产总值按非公有制经济划分,政府办事,主要年份，上海市，生产总值按非公有制经济分,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
4403,774,1990年以来上海市主要年份能源消耗基本情况,政府办事,1990年以来，上海市，主要年份，能源消耗基本情况,资源环境,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2586,439,上海市主要年份旅游产业增加值,政府办事,上海市，主要年份，旅游产业增加值,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2293,352,上海市主要年份城镇登记失业人数和城镇登记失业率,政府办事,上海市，主要年份，城镇登记失业人数和城镇登记失业率,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2451,452,1978年以来上海市生产总值按产业分,政府办事,1978年以来，上海市，生产总值按产业分,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2472,441,1978年以来上海市人均生产总值,政府办事,1978年以来，上海市，人均生产总值,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2417,392,上海市社会经济主要指标占全国比重,政府办事,上海市，社会经济主要指标，占全国比重,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
3603,694,上海市全社会各行业从业人员,政府办事,上海市，全社会，各行业，从业人员,社会发展,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2150,366,上海市国民经济主要指标比上年增长,政府办事,上海市，国民经济主要指标比上年增长,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2163,465,上海市各时期社会经济主要指标,政府办事,上海市，各时期社会经济主要指标,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2039,336,1978年以来上海固定资产投资按投资类别分,政府办事,1978年以来，上海，固定资产投资按投资类别分,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
1868,324,1978年以来上海资本形成总额和指数,城市安全,1978年以来，上海，资本形成总额和指数,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2272,387,1978年以来上海最终消费支出及构成,政府办事,1978年以来，上海，最终消费支出及构成,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2071,341,1978年以来上海工业总产值及其增长速度,政府办事,1978年以来，上海，工业总产值及其增长速度,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
2074,330,1978年以来上海建筑业总产值、全员劳动生产率等主要指标,政府办事,1978年以来，上海，建筑业总产值、全员劳动生产率等主要指标,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
52596,40513,1978年以来上海住宅投资和竣工建筑面积,政府办事,1978年以来，上海，住宅投资和竣工建筑面积,城市建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
1979,340,1978年以来上海居民消费价格指数分类别,社区周边生活服务,1978年以来，上海，居民消费价格指数分类别,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-10,上海市统计局
3179,537,检测检验机构资质的机构信息、注册地址、有效期、服务内容等信息,政府办事,检测检验机构,公共安全,综合政务类,机构职能,普遍公开,2015-03-09,2017-01-10,上海市安全生产监督管理局
3228,670,职业卫生技术服务机构资质的机构信息、注册地址、业务范围、有效期、服务内容等信息,就医与保健,职业卫生技术服务机构,公共安全,综合政务类,机构职能,普遍公开,2015-03-09,2017-01-10,上海市安全生产监督管理局
2149,315,1978年以来上海生产总值指数,政府办事,1978年以来，历年，上海，生产总值指数,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2224,338,1978年以来上海生产总值收入法项目构成,政府办事,1978年以来，历年，上海，生产总值收入法项目构成,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2851,343,1978年以来上海生产总值收入法项目,政府办事,1978年以来，历年，上海，生产总值收入法项目,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2151,414,1978年以来上海居民消费水平及指数,社区周边生活服务,1978年以来，历年，上海，居民消费水平及指数,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2472,408,1978年以来上海生产总值构成,政府办事,1978年以来，历年，上海，生产总值构成,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2349,342,1978年以来上海社会消费品零售总额按经济类型分,政府办事,1978年以来，历年，上海，社会消费品零售总额按经济类型分,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2329,356,1978年以来社会消费品零售总额按行业分类，包括1978年、1979年、1980年、1981年、1982年一直到2013年的数据。,政府办事,1978年以来，年度，上海，社会消费品零售总额按行业分类,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
1931,323,1978年以来上海全员劳动生产率1978～2013,社区周边生活服务,1978年以来，1978～2013，上海，全员劳动生产率,经济建设,综合类,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
4371,744,1978年以来上海人口密度和户籍人口期望寿命及户数、人口,政府办事,1978年以来，年末，上海，人口密度和户籍人口期望寿命及户数、人口,社会发展,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2489,363,1978年以来分年度的上海市生产总值比上年增长,政府办事,1978年以来，年度，上海市生产总值比上年增长,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
4461,824,1978年以来按年度的上海市社会消费品零售总额及其增长速度,政府办事,1978年以来，上海，社会消费品零售总额及其增长速度,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2390,458,1978年以来上海市居民消费价格指数,政府办事,1978年以来，上海市，居民消费价格指数,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2620,463,1978年以来分年度的上海市商品零售价格指数,政府办事,1978年以来，年度，上海市，商品零售价格指数,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2449,401,1978年以来，上海市生产总值（支出法）,政府办事,1978年以来，年度，上海市生产总值（支出法）,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2065,329,1978年以来分年度的上海市固定资产投资按经济类型分,政府办事,1978年以来，年度，上海市，固定资产投资按经济类型分,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2447,443,1978年以来按年度的上海市社会消费品零售总额按用途分类,政府办事,1978年以来，年度，上海市，社会消费品零售总额按用途分类,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
2182,388,1978年以来按年度的上海市固定资产投资及其增长速度,政府办事,1978年以来，年度，上海市，固定资产投资及其增长速度,经济建设,统计,业务类,普遍公开,2015-01-28,2017-01-09,上海市统计局
968,106,市经济信息化委行政权力清单，包含市经济信息化委行政权力具体事项。,政府办事,市经济信息化委 行政权力 清单,经济建设,经济管理,业务类,普遍公开,2017-02-23,2017-01-06,上海市经济和信息化委员会
1490,152,上海市创新产品推荐目录,政府办事,上海市.创新产品.产品名称.企业名称.类别,经济建设,工业,业务类,普遍公开,2017-01-06,2017-01-06,上海市经济和信息化委员会
3508,704,乙级安全评价机构资质的机构信息、注册地址、业务范围、有效期、服务内容等信息,政府办事,乙级安全评价机构,公共安全,综合类,机构职能,普遍公开,2015-03-05,2017-01-03,上海市安全生产监督管理局
3476,434,危险化学品建设项目信息,政府办事,危险化学品建设项目,公共安全,综合政务类,机构职能,特定公开,2015-12-15,2016-12-29,上海市安全生产监督管理局
3167,463,危化品生产许可证,政府办事,危化品生产许可证,公共安全,综合政务类,机构职能,特定公开,2015-12-15,2016-12-26,上海市安全生产监督管理局
3525,817,危险化学品经营许可证的公司信息、注册地址、业务范围、有效期、服务内容等信息,政府办事,危化品经营许可证,公共安全,综合政务类,机构职能,普遍公开,2015-03-09,2016-12-26,上海市安全生产监督管理局
3384,572,上 海 市 禁 止 、 限 制 和 控 制 危 险 化 学 品 目 录（第二批）,政府办事,危险化学品,公共安全,综合政务类,机构职能,普遍公开,2015-03-09,2016-12-26,上海市安全生产监督管理局
2226,316,医疗器械召回基本信息，包括医疗器械召回产品、医疗器械召回事件报告表等短文信息等,政府办事,医疗器械、医疗器械召回,卫生健康,医药卫生管理,业务类,特定公开,2015-10-28,2016-12-21,上海市食品药品监督管理局
1128,71,上海食用农副产品安全质量安全信息.,政府办事,厂商名称.厂商描述.商品条码.商品名称.生产地名称.抽查内容及结果,经济建设,农业,业务类,普遍公开,2016-12-13,2016-12-13,上海市农业委员会
1099,60,本市有关企业通过市农委行政许可审批，跨省市引进乳用及种用动物，含企业名称、办理编码、发证日期、许可证编号信息。,政府办事,业名称 . 办理编码 . 发证日期 . 许可证编号,经济建设,畜牧业,业务类,普遍公开,2016-12-13,2016-12-13,上海市农业委员会
1161,58,根据市农委行政许可事项办理要求，通过渔业捕捞许可的有关信息，包括：企业/申请人，申请办理编号，发证日期，许可证编号等。,政府办事,企业/申请人 .申请办理编号 .发证日期 . 许可证编号,经济建设,渔业,业务类,普遍公开,2016-12-13,2016-12-13,上海市农业委员会
1147,61,根据行政许可办理要求，市农委核发联合收割机号牌、行驶证有关信息。含申请办理编码、企业/申请人、发证日期、证书编号等信息。,政府办事,请办理编码 . 企业/申请人 . 发证日期 . 证书编号,经济建设,农业,业务类,普遍公开,2016-12-13,2016-12-13,上海市农业委员会
1309,77,根据行政许可事项办理要求，市农委核发拖拉机号牌、行驶证信息，包括：申请办理编码、企业/申请人、发证日期、证书编号等。,政府办事,申请办理编码 . 企业/申请人 . 发证日期 . 证书编号,经济建设,农业,业务类,普遍公开,2016-12-13,2016-12-13,上海市农业委员会
2028,127,电动自行车更正授权信息 包括号牌号码、变更内容、操作时间、处理状态、管理部门等内容。,政府办事,电动自行车，更正授权信息,道路交通,公安,业务类,普遍公开,2016-12-13,2016-12-13,上海市公安局
1970,173,驾驶员外地人暂住证统计包括统计序号、开始时间、结束时间、初学外地人才类居住等内容。,培训与就业,驾驶员统计，外地人暂住证,道路交通,公安,业务类,特定公开,2016-12-13,2016-12-13,上海市公安局
2916,1263,外地人在本市申请学习驾驶证统计信息包括统计序号、分析、驾校代码、驾校简称等内容。,交通出行,外地人在本市申请学习，驾驶证统计信息,道路交通,公安,业务类,特定公开,2016-12-13,2016-12-13,上海市公安局
1405,104,驾校异地培训人数额度信息包括管理部门（所属分所）、驾校代码、年月、驾校名称、操作时间等内容。,培训与就业,驾校异地培训，培训人数额度,道路交通,公安,业务类,特定公开,2016-12-13,2016-12-13,上海市公安局
1925,176,驾驶员预约信息包括申请流水号、身份证明名称、身份证号码、考试科目、考试日期等内容。,培训与就业,驾驶员预约，预约信息,道路交通,公安,业务类,特定公开,2016-12-13,2016-12-13,上海市公安局
10746,4540,上海市中心城区各公共供水企业每月的供水水量信息，包含水厂名称及水量累计信息.,政府办事,供水水量,资源环境,水利,业务类,特定公开,2015-01-05,2016-12-08,上海市水务局
8770,3549,市属公共供水企业水质监测结果的最大值、最小值、平均值、合格率等信息,政府办事,水质,资源环境,水利,业务类,普遍公开,2015-10-30,2016-12-08,上海市水务局
1528,140,2016年度的企业认证情况，包括组织机构代码、单位名称、认证名称、认证业务类型、认证日期、证书编号、证书有效期、认证机构等,政府办事,企业.认证,经济建设,综合类,业务类,普遍公开,2016-12-07,2016-12-07,上海市质量技术监督局
1016,80,港口危货作业许可证、企业名称、作业地址、作业区域范围、作业方式等,政府办事,港口危货作业许可证附证,道路交通,交通运输,业务类,普遍公开,2017-02-07,2016-12-02,上海市交通委员会
3763,508,包括获证人员姓名、出生年月、证书名称和作业类型（特种设备作业人员）,培训与就业,作业人员,经济建设,检验、检疫,业务类,特定公开,2015-01-14,2016-12-02,上海市质量技术监督局
2525,376,数据信息为近两年的计量校准实验室信息，具体信息为：单位名称、地址、联系电话、证书编号、发证日 期、有效期、联系人等；,政府办事,计量校准实验室，实验室,经济建设,综合类,业务类,普遍公开,2015-10-16,2016-12-01,上海市质量技术监督局
3179,555,在商品生产制造环节，对生产企业的产品进行抽样检查，记录产品抽查的结果与具体情况。,政府办事,产品质量.监督抽查,信用服务,检验、检疫,业务类,特定公开,2015-01-14,2016-12-01,上海市质量技术监督局
2423,356,近两年的法定计量检定机构的信息，内容包括：单位名称、地址、联系电话、证书编号、发证日期、有效 期、联系人等,政府办事,法定计量检定，机构信息,经济建设,综合类,业务类,普遍公开,2015-10-16,2016-12-01,上海市质量技术监督局
2586,399,近两年的食品相关产品生产许可获证企业信息，包括：企业名称、组织机构代码、注册地址、生产地址、 产品名称、单元明细、许可证编号、有效期、发证日期、检验方式等,政府办事,食品相关，生产许可证，获证企业,卫生健康,综合类,业务类,普遍公开,2015-10-16,2016-12-01,上海市质量技术监督局
2238,228,上海市残疾人机动轮椅车特约维修中心（点）信息包括：6家维修中心，32家维修点。,社区周边生活服务,单位名称 地址 负责人 电话 所属区县,民生服务,综合类,其他类,普遍公开,2015-09-22,2016-12-01,上海市残疾人联合会
2468,249,全市238个残疾人辅助器具服务点，为残疾人提供辅具相关服务，申请、评估。,社区周边生活服务,服务社名称 联系地址 联系人 联系电话,民生服务,综合类,其他类,普遍公开,2015-09-25,2016-12-01,上海市残疾人联合会
2349,229,全市215家残疾人康复服务指导站，为残疾人提供宣教、咨询、转介等服务,社区周边生活服务,名称 地址 联系电话 联系人 所属区县,民生服务,综合类,其他类,普遍公开,2015-09-28,2016-12-01,上海市残疾人联合会
2171,253,全市23家康复中心，为有康复需求的残疾人提供必要的康复服务。,社区周边生活服务,名称 地址 联系电话 联系人 所属区县,民生服务,综合类,其他类,普遍公开,2015-09-25,2016-12-01,上海市残疾人联合会
2132,232,全市213家街镇”阳光心园”，为精神残疾人创造和探索多种形式的康复模式。,社区周边生活服务,名称 地址 联系电话 联系人 所属区县,民生服务,综合类,其他类,普遍公开,2015-09-25,2016-12-01,上海市残疾人联合会
2343,275,全市市、区、街镇共237个残联机构基本信息，包括名称、地址、电话等。,政府办事,名称、地址、联系电话,机构团体,综合类,其他类,普遍公开,2015-09-25,2016-12-01,上海市残疾人联合会
2307,265,全市18家残疾人就业服务机构，为本市残疾人劳动就业、教育培训、社会保障、残疾人就业保障金征收管理等提供服务。,政府办事,名称 地址 联系电话 联系人 所属区县,机构团体,综合类,其他类,普遍公开,2015-09-25,2016-12-01,上海市残疾人联合会
2169,261,全市17个区县164个阳光基地，为就业困难的残疾人提供就业援助。,社区周边生活服务,机构名称 地址 联系电话 联系人 所属区县,民生服务,综合类,其他类,普遍公开,2015-09-25,2016-12-01,上海市残疾人联合会
2115,243,全市17个区县225家阳光之家，为智障残疾人提供培训、康复、简单劳动等综合服务。,社区周边生活服务,机构名称、地址、联系电话、联系人、所属区县,民生服务,综合类,其他类,普遍公开,2015-09-25,2016-12-01,上海市残疾人联合会
3855,463,上海市规划和土地资源管理数据产品名称 ： 《建设项目选址意见书》审批,政府办事,《建设项目选址意见书》审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
3147,384,上海市规划和土地资源管理 数据产品名称： 核定规划条件 建设单位名称,政府办事,核定规划条件,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
3431,464,上海市规划和土地资源管理 数据产品名称：《建设用地规划许可证》审批,政府办事、社区周边生活服务,《建设用地规划许可证》审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
3221,412,上海市规划和土地资源管理 数据产品名称：建设工程设计方案审批,政府办事,建设工程设计方案审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
3122,402,上海市规划和土地资源管理 数据产品名称：《建设工程规划许可证》审批,政府办事,《建设工程规划许可证》审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2883,309,上海市规划和土地资源管理 数据产品名称：《建设项目选址意见书》（市政类）审批,政府办事,《建设项目选址意见书》（市政类）审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2894,321,上海市规划和土地资源管理 数据产品名称：《建设工程规划设计要求》（市政类）审批,政府办事,《建设工程规划设计要求》（市政类）审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2967,320,上海市规划和土地资源管理 数据产品名称：《建设工程规划设计方案》（市政类）审批,政府办事,《建设工程规划设计方案》（市政类）审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2865,351,上海市规划和土地资源管理 数据产品名称：《建设用地规划许可证》（市政类）审批,政府办事,《建设用地规划许可证》（市政类）审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2833,306,上海市规划和土地资源管理 数据产品名称：《建设用地规划许可证（市政类临时）》审批,政府办事,《建设用地规划许可证（市政类临时）》审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2439,345,上海市规划和土地资源管理 数据产品名称：《建设工程规划许可证》（市政交通）审批,政府办事,《建设工程规划许可证》（市政交通）审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2620,399,上海市规划和土地资源管理 数据产品名称：建筑工程竣工规划验收,政府办事,建筑工程竣工规划验收,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
3089,518,上海市规划和土地资源管理 数据产品名称：一书两证的延期（市政类）,政府办事,一书两证的延期（市政类）,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
4011,463,上海市规划和土地资源管理 数据产品名称：建筑工程开工放样复验,政府办事,建筑工程开工放样复验,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2432,285,上海市规划和土地资源管理 数据产品名称：《临时建设工程规划许可证》审批,政府办事,《临时建设工程规划许可证》审批,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
1902,326,建设项目选址意见书 主要内容：项目名称、发证编号、发证日期、建设地点、建设单位等,政府办事,建设项目选址意见书.项目名称.发证编号.发证日期.建设地点.建设单位,城市建设,城乡规划,业务类,普遍公开,2012-12-20,2016-12-01,上海市规划和国土资源管理局
2649,444,建设用地规划许可证 主要内容：项目名称、发证编号、发证日期、建设地点、建设单位,政府办事,建设用地规划许可证.项目名称.发证编号.发证日期.建设地点.建设单位,城市建设,城乡规划,业务类,普遍公开,2012-12-20,2016-12-01,上海市规划和国土资源管理局
1800,341,建设工程规划许可证（建筑类） 主要内容：项目名称、发证编号、发证日期、建设地点、建设单位,政府办事,建设工程规划许可证（建筑类）.项目名称.发证编号.发证日期.建设地点.建设单位,城市建设,城乡规划,业务类,普遍公开,2012-12-20,2016-12-01,上海市规划和国土资源管理局
1658,281,建设工程规划许可证（市政类） 主要内容：项目名称、发证编号、发证日期、建设地点、建设单位等,政府办事,建设工程规划许可证（市政类）.项目名称.发证编号.发证日期.建设地点.建设单位,城市建设,城乡规划,业务类,普遍公开,2012-12-20,2016-12-01,上海市规划和国土资源管理局
