接收卫星传送的境内外电视节目审核,1090,517,市文化广电新闻出版局,每月,2017-03-20, 数据公开  资质认定 ,None
医疗机构信息,1647,231,市卫生和计划生育局,每月,2017-03-14, 事业单位  资质认定  数据公开 ,None
统计调查项目行政审批,1170,376,市统计局,实时,2017-02-24, 资质认定  数据公开 ,None
汽车客运站信息,28,10,市交通运输局,每年,2017-02-24, 数据公开 ,None
计量保证体系确认合格证书,967,140,市质量技术监督局,每年,2017-01-25, 资质认定  数据公开 ,None
母婴保健技术服务执业许可证核发,719,58,市卫生和计划生育局,每半年,2017-01-25, 事业单位  资质认定  数据公开 ,None
出租车业户信息,879,149,市交通运输局,每年,2017-01-25, 道路运输从业人员  资质认定  数据公开 ,None
农业转基因生物标识核准,514,168,市农业局,每年,2017-01-09, 资质认定  数据公开 ,None
东莞市农业龙头企业信息,1604,175,市农业局,每年,2017-01-09, 资质认定  数据公开 ,None
动物检疫员资格证信息,1224,154,市农业局,每年,2017-01-09, 农业从业人员  资质认定  数据公开 ,None
食盐零售许可证核发,946,126,市盐务局,每半年,2017-01-04, 资质认定  数据公开 ,None
建设用地批准书信息,30,3,市国土资源局,每半年,2016-12-30, 数据公开 ,None
人工游泳池水质抽检结果,1172,59,市卫生和计划生育局,一次性,2016-12-30, 数据公开 ,None
消毒服务机构信息,1544,89,市卫生和计划生育局,每半年,2016-12-30, 事业单位  资质认定  数据公开 ,None
国内水路运输企业开业（含扩大经营范围和个体户开业）,27,40,市交通运输局,每周,2016-12-27, 数据公开 ,None
用电客户电量信息,72,24,市经济和信息化局,每月,2016-12-26, 数据公开 ,None
企业外汇分类管理信息,41,0,国家外汇管理局东莞中心支局,每季度,2016-12-06, 数据公开 ,None
供热工程设计承接业务备案信息,27,10,市城市综合管理局,每年,2016-12-06, 数据公开 ,此项数据是指东莞市范围内建设的供热工程设计备案的信息
国有建设用地招标、拍卖、挂牌出让供地审核,1160,1151,市国土资源局,每月,2016-11-28, 资质认定  数据公开 ,None
自动进口许可证核发,220,0,市商务局,每周,2016-11-16, 资质认定  数据公开 ,None
工商局联合惩戒测试目录,26,30,市工商行政管理局,每日,2016-10-26, 数据公开 ,None
东莞市供热工程竣工验收备案信息,27,10,市城市综合管理局,每年,2016-10-14, 数据公开 ,此项数据是指在东莞市范围内的供热工程建设完毕后，经主管部门审批通过后，颁发竣工备案证的信息
供热工程施工图设计文件审查备案信息,28,11,市城市综合管理局,每年,2016-10-14, 数据公开 ,此项数据是指在东莞市范围内建设的供热工程施工图设计文件审查的信息
大中型供热工程项目初步设计审查信息,28,11,市城市综合管理局,每年,2016-10-14, 数据公开 ,此项数据是指在东莞市范围内建设的大中型供热工程初步设计审查的信息
大中型燃气工程项目初步设计审查信息,1471,72,市城市综合管理局,每半年,2016-10-14, 资质认定  数据公开 ,此项数据是指在东莞市范围内建设的大中型燃气工程初步设计审查的信息
进出口商品检验鉴定机构,27,0,东莞出入境检验检疫局,实时,2016-09-22, 数据公开 ,None
餐饮企业许可信息,285,1,市食品药品监督管理局,每季度,2016-09-21, 资质认定  数据公开 ,None
食品流通经营者信息,429,1,市食品药品监督管理局,每季度,2016-09-21, 资质认定  数据公开 ,None
未办理许可申请的机构信息-餐饮,251,1,市食品药品监督管理局,每季度,2016-09-21, 数据公开 ,None
食品生产企业信息,293,1,市食品药品监督管理局,每季度,2016-09-21, 资质认定  数据公开 ,None
东莞市《餐饮服务许可证》变更,359,14,市食品药品监督管理局,每季度,2016-09-21, 资质认定  数据公开 ,None
东莞市《餐饮服务许可证》新办,340,9,市食品药品监督管理局,每季度,2016-09-21, 数据公开  资质认定 ,取得餐饮服务许可的餐饮服务提供者情况表
药品零售企业基础信息,324,6,市食品药品监督管理局,每季度,2016-09-20, 资质认定  数据公开 ,None
药品生产企业信息,547,9,市食品药品监督管理局,每季度,2016-09-20, 资质认定  数据公开 ,None
药品生产企业GMP认证信息,166,1,市食品药品监督管理局,每季度,2016-09-20, 资质认定  数据公开 ,None
医疗器械经营企业信息,673,10,市食品药品监督管理局,每季度,2016-09-20, 资质认定  数据公开 ,None
《药品经营许可证》（零售）行政许可（主动注销）,688,0,市食品药品监督管理局,每季度,2016-09-20, 数据公开  资质认定 ,根据《中华人民共和国药品管理法》、《中华人民共和国药品管理法实施条例》、《药品经营许可证管理办法》的规定，我局依法注销以下药品零售企业（详见附件）的《药品经营许可证》，现予以公告。
东莞市《餐饮服务许可证》注销,181,6,市食品药品监督管理局,每季度,2016-09-20, 数据公开  资质认定 ,None
《药品经营许可证》（零售）行政许可（过期注销）,793,0,市食品药品监督管理局,每季度,2016-09-20, 数据公开  资质认定 , 根据《药品经营许可证管理办法》的有关规定，东莞市高埗定康药店等129家药品零售企业（名单详见附件）所持有的《药品经营许可证》有效期已届满未换证，我局依法决定注销上述药品零售企业，现予公布。
《医疗器械经营企业许可证》注销,358,51,市食品药品监督管理局,每季度,2016-09-19, 数据公开  资质认定 ,《医疗器械经营企业许可证》注销审批表
《药品经营许可证》（零售）行政许可（换证）,411,107,市食品药品监督管理局,每季度,2016-09-19, 数据公开  资质认定 ,根据《中华人民共和国药品管理法》、《中华人民共和国行政许可法》、《中华人民共和国药品管理法实施条例》、《药品经营许可证管理办法》的规定，我局依照企业申请和东莞市《药品经营许可证》（零售）换证程序，对以下符合标准的企业准予换发《药品经营许可证》（零售），现予以公告。
《药品经营许可证》（零售）行政许可（变更）,418,101,市食品药品监督管理局,每季度,2016-09-19, 数据公开  资质认定 ,根据《中华人民共和国药品管理法》、《中华人民共和国行政许可法》、《中华人民共和国药品管理法实施条例》、《药品经营许可证管理办法》的规定，我局依照相关审批程序对以下企业变更事项组织审查，经审查合格，准予变更，现予以公告。
《药品经营许可证》（零售）行政许可（新办）,1042,104,市食品药品监督管理局,每季度,2016-09-19, 数据公开  资质认定 ,根据《中华人民共和国药品管理法》、《中华人民共和国行政许可法》、《中华人民共和国药品管理法实施条例》、《药品经营许可证管理办法》的规定，我局依照企业申请和东莞市《药品经营许可证》（零售）核准程序组织审查，对以下符合《广东省开办药品零售企业验收实施标准（2006年修订）》的企业核发《药品经营许可证》（零售），现予以公告。
《保健食品经营企业卫生许可证》行政许可（注销）,803,30,市食品药品监督管理局,每季度,2016-09-19, 数据公开  资质认定 ,根据《中华人民共和国食品安全法》、《中华人民共和国行政许可法》、《保健食品管理办法》的有关规定，我局依照相关审批程序对以下企业的《保健食品经营企业卫生许可证》予以注销，现予以公布。
《保健食品经营企业卫生许可证》行政许可（变更）,766,21,市食品药品监督管理局,每季度,2016-09-19, 数据公开  资质认定 ,根据《中华人民共和国食品卫生法》、《中华人民共和国行政许可法》、《保健食品管理办法》、《食品卫生许可证管理办法》的规定，我局依照企业申请和东莞市《保健食品经营企业卫生许可证》变更审批程序，现公告以下2009年第一期保健食品经营企业的《保健食品经营企业卫生许可证》变更名单，请社会各界予以监督。 监督电话
《保健食品经营企业卫生许可证》行政许可（新办、换发）,279,22,市食品药品监督管理局,每季度,2016-09-19, 数据公开  资质认定 ,根据《中华人民共和国食品安全法》、《中华人民共和国行政许可法》、《保健食品管理办法》的有关规定，我局依照相关审批程序组织审查，对以下符合《东莞市开办保健食品经营企业验收实施标准（试行）》的企业核发或换发《保健食品经营企业卫生许可证》，现予以公布。
医疗器械生产企业信息,1089,42,市食品药品监督管理局,每季度,2016-09-19, 资质认定  数据公开 ,None
自费出国留学中介机构信息,993,60,市教育局,每季度,2016-09-14, 资质认定  数据公开 ,None
农药产品生产许可证获证企业信息,684,75,市质量技术监督局,每年,2016-09-14, 资质认定  数据公开 ,None
国有建设用地协议出让供地审核,30,64,市国土资源局,每月,2016-09-14, 数据公开 ,None
建设用地更改土地使用条件审核,30,12,市国土资源局,每月,2016-09-14, 数据公开 ,None
易地重建宗教活动场所审批,27,0,市民族宗教事务局,不提供,2016-09-13, 数据公开 ,None
外商投资企业质押或者担保合同审批,27,10,市商务局,每周,2016-09-13, 数据公开 ,None
未构成重大危险源的剧毒使用单位备案,183,42,市安全生产监督管理局,每月,2016-09-05, 资质认定  数据公开 ,None
重大危险源企业备案信息,406,20,市安全生产监督管理局,每月,2016-09-05, 数据公开  资质认定 ,None
二类、三类易制毒化学品生产和经营备案证明核发信息,204,46,市安全生产监督管理局,每月,2016-09-05, 数据公开  资质认定 ,None
无线电台（站）的设置、续用、变更、报停,673,26,市经济和信息化局,每季度,2016-08-29, 资质认定  数据公开 ,无线电台（站）的设置、续用、变更、报停
挖掘城市道路审批信息,596,33,市城市综合管理局,不提供,2016-08-26, 资质认定  数据公开 ,产生该信息的审批事项已经取消了
专利行政执法行政处罚信息,1819,81,市科学技术局(市知识产权局),每季度,2016-08-24, 数据公开 ,None
东莞市严控废物处理许可证持证单位,151,21,市环境保护局,每半年,2016-08-15, 资质认定  数据公开 ,None
义务教育阶段学校设立、变更、终止审批（公办学校）,27,10,市教育局,每月,2016-08-15, 数据公开 ,None
电子媒体非卖品、计算机软件复制核准,188,60,市文化广电新闻出版局,每月,2016-08-12, 资质认定  数据公开 ,None
交通行政案件信息（路政类）,481,206,市交通运输局综合行政执法局,每月,2016-08-01, 数据公开 ,None
交通行政案件信息（港航类）,493,201,市交通运输局综合行政执法局,每月,2016-08-01, 数据公开 ,None
植物检疫证书信息,680,1,市林业局,实时,2016-07-29, 资质认定  数据公开 ,None
智能预警和风险平台企业交集表,57,10,黄埔海关,每月,2016-07-25, 数据公开 ,None
镇内公汽,27,10,市发展和改革局,每年,2016-07-20, 数据公开 ,None
区间车费,27,10,市发展和改革局,每年,2016-07-20, 数据公开 ,None
临时占用城市道路审批信息,519,18,市城市综合管理局,不提供,2016-07-11, 资质认定  数据公开 ,产生该信息的审批事项已经取消了。
东莞市月度主要经济指标,32,30,市统计局,每月,2016-07-01, 数据公开 ,None
申领特聘人才工作证,816,503,市人才管理办公室,每月,2016-06-08, 红榜  数据公开 ,None
考试违纪信息,187,1,市卫生和计划生育局,实时,2016-05-31, 信用警示  数据公开 ,None
预防接种机构信息,609,45,市卫生和计划生育局,每半年,2016-05-13, 事业单位  资质认定  数据公开 ,预防接种机构信息
行政执法人员资格信息,1316,61,市法制局,每半年,2016-05-13, 法律服务人员  数据公开  资质认定 ,我市持有《广东省行政执法证》的市属行政法部门执法人员资格信息
语言文字规范化示范校基本信息,2112,51,市教育局,每半年,2016-05-13, 红榜  数据公开  资质认定 ,关于东莞市被评为语言文字规范化示范校的学校信息。
测绘资质证信息,1008,249,市国土资源局,每年,2016-05-13, 数据公开  资质认定 ,凡从事测绘活动的单位，必须取得《测绘资质证书》，并在其资质等级许可的范围内从事测绘活动。测绘资质分为甲、乙、丙、丁四级。市级测绘主管部门负责丁级测绘资质核准。
成人文化技术学校基本信息,1849,184,市教育局,每年,2016-05-13, 数据公开  资质认定 ,关于东莞市成人文化技术学校情况的信息。
专利信息,938,66,市科学技术局(市知识产权局),每半年,2016-05-13, 资质认定  数据公开 ,None
东莞市乡镇渡口基本信息情况,835,322,市交通运输局,每年,2016-05-13, 资质认定  数据公开 ,None
广东省名牌产品（工业类）信息,1967,327,市质量技术监督局,每年,2016-05-13, 红榜  数据公开 ,所属业务对象为企业
50强民营工业企业和50强民营服务业企业,2731,476,市经济和信息化局,每年,2016-05-13, 红榜  数据公开 ,None
市级企业技术中心认定,1119,23,市经济和信息化局,每半年,2016-05-13, 企业  资质认定  数据公开 ,市级企业技术中心认定
成品油批发（涉及成品油批发经营资格许可）,774,79,市经济和信息化局,每季度,2016-05-13, 资质认定  数据公开 ,成品油批发（涉及成品油批发经营资格许可）
汽车加气站的规划确认（设立）,28,0,市经济和信息化局,每季度,2016-05-13, 数据公开 ,汽车加气站的规划确认（设立）
成品油零售、仓储（涉及成品油零售经营资格、成品油仓储经营资格许可）,1098,106,市经济和信息化局,每季度,2016-05-13, 资质认定  数据公开 ,成品油零售、仓储（涉及成品油零售经营资格、成品油仓储经营资格许可）
设立保安培训单位,751,84,市公安局,每年,2016-04-26, 数据公开  资质认定 ,保安培训
年度重点建设项目计划,28,11,市发展和改革局,每年,2016-04-26, 数据公开 ,None
设立保安服务公司,624,72,市公安局,每年,2016-04-26, 数据公开  资质认定 ,保安服务
爆破施工,848,70,市公安局,每年,2016-04-26, 数据公开  资质认定 ,爆破施工单位名称、施工地点、负责人等。
国有土地使用权公开交易结果公告,553,38,市国土资源局,每季度,2016-04-18, 数据公开  资质认定 ,None
建筑业企业资质,2428,184,市住房和城乡建设局,每月,2016-03-19, 企业  资质认定  数据公开 ,根据建设部令第159号《建筑业企业资质管理规定》，施工总承包序列三级资质、专业承包序列三级资质（含建筑业生产企业）、劳务分包序列资质，由企业公司注册所在地设区的市人民政府建设主管部门实施。对资料审查、办公场所检查、人员到位检查均符合条件的，由建设局颁发加盖东莞市住建局印章的《建筑业务资质证书》。
设区的市级以上计划生育技术服务机构执业许可审批和校验（计划生育技术服务机构设立许可）,116,0,市卫生和计划生育局,每年,2016-02-29, 资质认定  数据公开 ,None
金三易消息提醒,27,10,市国家税务局,每日,2016-02-23, 数据公开 ,None
人力资源服务许可证信息,252,130,市人力资源局,每月,2016-02-05, 资质认定  数据公开 ,人才中介服务机构许可证信息
木材运输证信息,590,2,市林业局,实时,2016-01-27, 数据公开  资质认定 ,木材运输许可证
道路运输从业人员证件信息,1255,53,市交通运输局,每半年,2016-01-14, 道路运输从业人员  数据公开 ,None
司法鉴定人信息,886,29,市司法局,每周,2016-01-06, 法律服务人员  数据公开 ,司法鉴定人信息
法律援助申请审核信息（民事案件）,32,40,市法律援助处,每月,2016-01-06, 数据公开 ,法律援助申请审核信息（民事案件）
司法鉴定机构登记信息,249,32,市司法局,每周,2016-01-05, 资质认定  数据公开 ,None
使用林地许可信息,1037,217,市林业局,每月,2015-12-30, 资质认定  数据公开 ,使用林地许可信息
国家级、省级企业技术中心认定,1198,39,市经济和信息化局,每半年,2015-12-29, 企业  资质认定  数据公开 ,国家级、省级企业技术中心认定
建筑行业注册人员信息,27,10,市住房和城乡建设局,每月,2015-12-28, 数据公开 ,None
临时占用林地审批,1022,75,市林业局,每月,2015-12-28, 数据公开  资质认定 ,None
林木采伐许可证信息,645,68,市林业局,每月,2015-12-28, 资质认定  数据公开 ,林木采伐许可证
收购、出售和利用国家三有保护野生动物及其产品,971,75,市林业局,每季度,2015-12-28, 资质认定  数据公开 ,None
港口工程竣工验收,175,67,市交通运输局,不提供,2015-12-28, 数据公开  资质认定 ,None
LED产业发展项目,672,3,市科学技术局(市知识产权局),每年,2015-12-24, 资质认定  数据公开 ,联系人
已公开现行文件目录信息,47,10,市档案局（市档案馆）,每年,2015-12-22, 数据公开 ,已公开现行文件目录信息
公众开放档案目录信息,48,11,市档案局（市档案馆）,每年,2015-12-22, 数据公开 ,公众开放档案目录信息
土地使用权登记结果,411,108,市国土资源局,不提供,2015-12-17, 资质认定  数据公开 ,根据《不动产登记暂行条例》第二十六、第三十二条，取消信息公开
中介机构备案信息,1048,75,市档案局（市档案馆）,每年,2015-12-17, 数据公开  资质认定 ,登记中介机构备案信息
目标管理单位信息,992,71,市档案局（市档案馆）,每年,2015-12-17, 数据公开  资质认定 ,登记目标管理单位信息
平价商店药店,956,39,市发展和改革局,实时,2015-12-16, 资质认定  数据公开 ,None
城市排水许可证核发,806,135,市水务局,每季度,2015-12-11, 资质认定  数据公开 ,None
污染物排放许可证信息,98,0,市环境保护局,实时,2015-12-11, 数据公开  资质认定 ,None
水利工程项目建议书及可行性研究报告审核,268,20,市水务局,每季度,2015-12-10, 资质认定  数据公开 ,None
水务工程参建企业不良行为信息,365,52,市水务局,每季度,2015-12-10, 数据公开 ,None
水务工程施工许可信息,413,111,市水务局,每季度,2015-12-10, 资质认定  数据公开 ,None
东莞市危险废物经营许可证,101,1,市环境保护局,每半年,2015-12-02, 数据公开  资质认定 ,None
因私出入境中介机构基本情况,60,0,市公安局,每年,2015-12-02, 数据公开 ,None
机构未履行生效裁判信息,2906,34,市中级人民法院,每月,2015-12-01, 数据公开  资质认定 ,None
个人未履行生效裁判信息,1712,36,市中级人民法院,每月,2015-12-01, 资质认定  数据公开 ,None
无证培训机构调查情况,903,133,市教育局,实时,2015-11-12, 数据公开 ,None
各镇区测绘资质单位,110,3,市环境保护局,每季度,2015-11-04, 数据公开  资质认定 ,None
机动车维修行业主要危险废物处置利用单位名单（广东省）,29,1,市环境保护局,每半年,2015-11-04, 数据公开 ,None
广东省具有放射性环境影响评价资质的单位,104,1,市环境保护局,每季度,2015-11-04, 数据公开  资质认定 ,None
东莞市年度主要经济指标,40,9,市统计局,每年,2015-11-03, 数据公开 ,东莞市年度主要经济指标
爆破监理,591,58,市公安局,每年,2015-11-01, 数据公开  资质认定 ,工程名称、爆破监理企业名称等
爆破安全评估,681,59,市公安局,每年,2015-11-01, 数据公开  资质认定 ,工程名称、爆破安全评估企业名称等
爆破设计,880,58,市公安局,每年,2015-11-01, 数据公开  资质认定 ,工程名称、爆破设计企业名称等
在城市、风景名胜区和重要工程设施附近实施爆破审批,890,201,市公安局,每年,2015-11-01, 资质认定  数据公开 ,None
市级文物保护单位及登记公布不可移动文物维修工程审批,28,0,市文化广电新闻出版局,每月,2015-10-29, 数据公开 ,None
旅馆业特种行业许可证核发,335,295,市公安局,每年,2015-10-28, 资质认定  数据公开 ,None
典当业特种行业许可证核发,320,139,市公安局,每年,2015-10-28, 资质认定  数据公开 ,None
印章刻制业特种行业许可证核发,281,290,市公安局,每年,2015-10-28, 资质认定  数据公开 ,None
电信业－增值业务,30,2,市经济和信息化局,每月,2015-10-28, 数据公开 ,涉及经营增值电信业务审批
建设工程消防设计备案抽查结果公告,27,0,市公安消防局,每月,2015-10-27, 数据公开 ,None
危险废物经营许可证信息,313,139,市环境保护局,每月,2015-10-22, 资质认定  数据公开 ,None
东莞市有资质的承压类特种设备生产单位,184,0,市质量技术监督局,每季度,2015-10-21, 数据公开  资质认定 ,None
城市桥梁上架设各类市政管线审批信息,254,11,市城市综合管理局,不提供,2015-10-20, 资质认定  数据公开 ,此项数据是指在东莞市范围内的城市桥梁上架设各类市政管线的审批信息 根据《东莞市行政许可事项目录（2016年）》，该事项已经取消了。
东莞市环保专业基地名录,227,58,市环境保护局,每半年,2015-10-19, 数据公开  资质认定 ,None
机构环保荣誉信息,1469,78,市环境保护局,每年,2015-10-19, 红榜  数据公开 ,None
城市公交业户信息,972,95,市交通运输局,每年,2015-09-08, 道路运输从业人员  资质认定  数据公开 ,None
升放无人驾驶自由气球或者系留气球作业核准,77,0,市气象局,每月,2015-08-18, 数据公开 ,None
重金属污染防控重点企业,778,75,市环境保护局,每月,2015-08-11, 资质认定  数据公开 ,None
空气质量信息,28,9,市环境保护局,每季度,2015-07-10, 数据公开 ,None
东莞市政府部门行政权力清单资源梳理,27,0,市机构编制委员会办公室,每日,2015-06-26, 数据公开 ,None
交通行政许可（路政）,393,1118,市交通运输局,每月,2015-06-16, 数据公开  资质认定 ,None
投资项目审批信息,2593,478,市发展和改革局,每月,2015-04-27, 资质认定  数据公开 ,None
海关报关单位注册登记证书,1973,59,黄埔海关,每周,2015-04-27, 资质认定  数据公开 ,海关出具的证书
旅游经济数据,28,2,市旅游局,每年,2015-03-26, 数据公开 ,东莞市旅游收入及人次
东莞企业进出口商品在场信息,37,1,东莞市虎门港管理委员会,每日,2015-01-27, 数据公开 ,提供企业查询本企业货物到在港口的在场信息
个人荣誉信息,2633,139,市工商联,每年,2015-01-16, 红榜  数据公开 ,None
机构荣誉信息,2583,140,市工商联,每年,2015-01-16, 红榜  数据公开 ,None
具有聘请外国专家单位资格认可的机构基本信息,1402,35,市教育局,每半年,2015-01-11, 数据公开  资质认定 ,关于东莞市具有聘请外国专家单位资格认可的机构的情况信息。
东莞市先进教育工作者个人荣誉信息,150,46,市教育局,每年,2015-01-11, 红榜  数据公开 ,None
东莞市专利奖励申报,427,88,市科学技术局(市知识产权局),每年,2014-11-21, 红榜  数据公开 ,None
报纸、期刊基本信息,206,137,市文化广电新闻出版局,每月,2014-11-20, 资质认定  数据公开 ,None
抽查检查信息,211,14,市公安局,每年,2014-11-18, 数据公开 ,None
东莞市依法治校示范校信息,1415,66,市教育局,每年,2014-11-17, 红榜  数据公开 ,提供我市省级及市级依法治校示范校信息
文广新局企业诚信红黑榜,2360,74,市文化市场综合执法大队,每月,2014-11-11, 黑榜  数据公开 ,None
东莞市电价目录表,27,0,市发展和改革局,一次性,2014-11-11, 数据公开 ,None
重点建设信息,2766,81,市发展和改革局,每年,2014-11-06, 数据公开  资质认定 ,None
机构荣誉信息,2239,134,东莞出入境检验检疫局,每月,2014-11-05, 红榜  数据公开 ,绿色通道企业、AA企业、出口免验企业、分类管理一类企业
个人荣誉信息,1456,73,市经济和信息化局,每年,2014-10-30, 红榜  数据公开 ,None
机构荣誉信息,1403,68,市经济和信息化局,每年,2014-10-30, 红榜  数据公开 ,None
市级工程中心资助项目信息,348,73,市科学技术局(市知识产权局),每年,2014-10-30, 资质认定  数据公开 ,市级工程中心资助项目信息
获资金扶持企业信息,700,73,市经济和信息化局,每年,2014-10-30, 红榜  数据公开 ,获资金扶持企业信息
名牌企业信息,1594,155,市经济和信息化局,每年,2014-10-30, 红榜  数据公开 ,None
装备制造业重点企业认定信息,319,59,市经济和信息化局,一次性,2014-10-30, 企业  资质认定  数据公开 ,装备制造业重点企业认定信息
战略新兴产业骨干企业和培育企业,433,74,市经济和信息化局,每年,2014-10-30, 红榜  数据公开 ,战略新兴产业骨干企业和培育企业
互联网服务业,455,81,市经济和信息化局,每月,2014-10-30, 资质认定  数据公开 ,涉及经营性互联网信息服务审批
电信业－基础业务,29,2,市经济和信息化局,每月,2014-10-30, 数据公开 ,涉及经营基础电信业务审批
A级纳税信用等级纳税人名单,27,0,市国家税务局,每年,2014-10-27, 数据公开 ,每两年评定结束后一个月内公开，可提供数据的起始时间
高等院校基本信息,27,0,市教育局,每年,2014-10-24, 数据公开 ,关于在莞高等院校情况的信息。
江河故道、旧堤、原有水利工程设施填堵、占用、拆毁及废弃水利工程审批,201,0,市水务局,每季度,2014-10-16, 资质认定  数据公开 ,None
东莞市水务工程建设企业信息备案名录,185,0,市水务局,每季度,2014-10-16, 企业  资质认定  数据公开 ,None
机构荣誉信息,2278,70,市统计局,每年,2014-10-10, 红榜  数据公开 ,None
个人荣誉信息,2338,71,市统计局,每年,2014-10-10, 红榜  数据公开 ,None
路政管理许可证,391,26,市交通运输局,每半年,2014-07-03, 数据公开  资质认定 ,None
特种烟草专卖经营企业许可证,780,19,市烟草专卖局,实时,2014-05-23, 数据公开  资质认定 ,None
烟草专卖批发企业许可证,841,19,市烟草专卖局,实时,2014-05-23, 数据公开  资质认定 ,None
东莞市市区余泥渣土准运（轻型自卸货车）审批信息,117,1,市城市综合管理局,不提供,2014-05-16, 数据公开  资质认定 ,此项数据是指在东莞市区范围内（南城、东城、莞城、万江），用轻型自卸货车（载重量在1.5吨的货车）运输余泥渣土准运的审批信息——————该事项的信息已经合并到“东莞市城市建筑垃圾排放审批信息”。
东莞市市区余泥渣土准运（重型自卸货车）审批信息,126,0,市城市综合管理局,不提供,2014-05-16, 数据公开  资质认定 ,此项数据是指在东莞市区范围内（南城、东城、莞城、万江），用重型自卸货车（载重量在10-12吨的货车）运输余泥渣土准运的审批信息——————该事项的信息已经合并到“东莞市城市建筑垃圾排放审批信息”。
东莞市区余泥渣土排放受纳审批信息,116,0,市城市综合管理局,不提供,2014-05-16, 数据公开  资质认定 ,此项数据是指在东莞市区范围内（南城、东城、莞城、万江），余泥渣土排放受纳审批信息————该事项信息已拆分成“城市建筑垃圾排放审批信息”和“城市建筑垃圾受纳审批信息”
组织机构代码废置信息,52,0,市质量技术监督局,每月,2014-05-06, 数据公开 ,已注销的组织机构代码信息
防雷装置竣工验收核准,27,0,市气象局,一次性,2014-04-23, 数据公开 ,None
防雷装置设计审核核准,27,0,市气象局,一次性,2014-04-23, 数据公开 ,None
重要建设工程抗震设防要求审核,81,0,市地震局,每月,2014-03-04, 数据公开 ,重要建设工程抗震设防要求审核信息
计量检定员证,27,0,市质量技术监督局,每年,2014-01-21, 数据公开 ,申请人向我局申请办理计量检定员资格核准行政许可事项，经考核合格符合准条件的，向申请人颁发计量检定员证。
东莞市市外园林绿化企业信用管理手册信息,30,1,市城市综合管理局,不提供,2014-01-20, 数据公开 ,此项数据只攘括企业注册地不在东莞的园林绿化企业信息。 产生该信息的审批事项已经取消。
东莞市市内园林绿化企业信用管理手册信息,30,2,市城市综合管理局,不提供,2014-01-20, 数据公开 ,此项数据只攘括企业注册地为东莞的园林绿化企业信息。 产生该信息的审批事项已经取消。
林权确认、变更或抵押登记信息,296,1,市林业局,每年,2014-01-13, 资质认定  数据公开 ,None
瓶装燃气供应站建设备案信息,119,2,市城市综合管理局,不提供,2014-01-10, 数据公开  资质认定 ,此项数据是东莞市范围内建设瓶装燃气供应站前，经过备案后产生的信息 产生该信息的审批事项已经取消。
每月气候影响评价,27,0,市气象局,每月,2013-11-27, 数据公开 ,None
市级森林公园信息,819,70,市林业局,每年,2013-10-12, 数据公开  资质认定 ,None
专利代理业务许可审批信息,479,67,市科学技术局(市知识产权局),每年,2013-10-10, 资质认定  数据公开 ,None
专利统计信息,29,0,市科学技术局(市知识产权局),每年,2013-10-10, 数据公开 ,None
广东省东莞市食品生产许可证变更企业汇总表,27,0,市质量技术监督局,每月,2013-10-10, 数据公开 ,None
广东省东莞市食品生产许可换证企业名单,27,0,市质量技术监督局,每月,2013-10-10, 数据公开 ,None
广东省东莞市食品生产许可发证企业名单,27,0,市质量技术监督局,每月,2013-10-10, 数据公开 ,None
重点监控企业名单,119,1,市环境保护局,每年,2013-10-09, 资质认定  数据公开 ,None
市科技成果鉴定初审组织,28,0,市科学技术局(市知识产权局),每年,2013-10-08, 数据公开 ,None
无证批发烟草专卖品违法行为,777,14,市烟草专卖局,每月,2013-10-08, 数据公开 ,None
为无烟草专卖品准运证者运输烟草专卖品违法行为,785,14,市烟草专卖局,每月,2013-10-08, 数据公开 ,None
无烟草专卖品准运证运输烟草专卖品违法行为,776,14,市烟草专卖局,每月,2013-10-08, 数据公开 ,None
未在当地烟草专卖批发企业进货违法行为,783,14,市烟草专卖局,每月,2013-10-08, 数据公开 ,None
河道管理范围内有关活动（含临时占用）审批,154,19,市水务局,每季度,2013-10-08, 资质认定  数据公开 ,None
东莞市科技服务机构认定,28,0,市科学技术局(市知识产权局),每年,2013-10-07, 数据公开 ,None
东莞市专利权质押贷款初审,27,0,市科学技术局(市知识产权局),每年,2013-10-07, 数据公开 ,None
省专利奖备案,102,0,市科学技术局(市知识产权局),每年,2013-10-07, 红榜  数据公开 ,None
专业镇认定初审推荐,921,66,市科学技术局(市知识产权局),每年,2013-09-30, 资质认定  数据公开 ,None
建设项目环境影响评价分类管理目录,29,1,市环境保护局,每年,2013-09-30, 数据公开 ,None
东莞市企业工程技术研究开发中心资助申请（审核）,1371,61,市科学技术局(市知识产权局),每年,2013-09-30, 资质认定  数据公开 ,None
省级创新型企业认定初审推荐,28,0,市科学技术局(市知识产权局),每年,2013-09-30, 数据公开 ,None
高新技术产品认定初审推荐,28,0,市科学技术局(市知识产权局),每年,2013-09-30, 数据公开 ,None
国家火炬计划重点高新技术企业认定初审推荐,27,0,市科学技术局(市知识产权局),每年,2013-09-30, 数据公开 ,None
绿色学校基本信息,1393,22,市教育局,每半年,2013-09-29, 数据公开  红榜  资质认定 ,关于东莞市被评为“绿色学校”的学校基本情况信息。
东莞市民办等级普通中小学信息,28,3,市教育局,每半年,2013-09-29, 数据公开 ,关于东莞市被评为三星级及以上的优质民办普通中小学基本情况信息。
东莞市公办等级普通中小学信息,166,4,市教育局,每半年,2013-09-29, 数据公开  资质认定 ,关于东莞市被评为市一级以上的优质公办普通中小学基本情况信息。
